Base de datos,Taxonomia,Material,LLRS,Nivel de Ductilidad,Pisos,IM,theta1,beta1,theta2,beta2,theta3,beta3,theta4,beta4,theta5,beta5
OpenQuake,CR LFINF DUC,CR,LFINF,DUC,4,PGA [g],0.062,0.041,0.137,0.085,0.352,0.267,0.702,0.469,1.547,1.098
OpenQuake,CR LDUAL DUC,CR,LDUAL,DUC,4,PGA [g],0.098,0.081,0.236,0.183,0.649,0.513,1.234,0.898,2.471,1.841
Martins_&_Silva,CR_LDUAL-DUH_H5,CR,LDUAL,DUH,5,Sa(0.6s) [g],0.464457158,0.58834373,1.245219003,0.588861383,2.087895279,0.587683988,2.922861126,0.586344246,0,0
Martins_&_Silva,CR_LDUAL-DUL_H5,CR,LDUAL,DUL,5,Sa(0.6s) [g],0.257292228,0.524231542,0.673556044,0.521309492,1.082382571,0.520277867,1.462805109,0.524799067,0,0
Martins_&_Silva,CR_LDUAL-DUM_H5,CR,LDUAL,DUM,5,Sa(0.6s) [g],0.345777612,0.528682183,0.924395412,0.53195979,1.514263393,0.5289329,2.073151715,0.532578436,0,0
Martins_&_Silva,CR_LFINF-DUH_H5,CR,LFINF,DUH,5,Sa(0.6s) [g],0.398905532,0.532927046,1.183776235,0.531666444,1.96394904,0.528696814,2.69909953,0.530568118,0,0
Martins_&_Silva,CR_LFINF-DUL_H5,CR,LFINF,DUL,5,Sa(0.6s) [g],0.227522587,0.5766632,0.713124356,0.578377897,1.171613914,0.57642497,1.595232034,0.578807508,0,0
Martins_&_Silva,CR_LFINF-DUL_H5_CCA,CR,LFINF,DUL,5,Sa(0.6s) [g],0.260100383,0.567785841,0.832926168,0.567767244,1.379836877,0.570772261,1.884426811,0.567951855,0,0
Martins_&_Silva,CR_LFINF-DUL_H5_SOS,CR,LFINF,DUL,5,Sa(0.6s) [g],0.162012587,0.537751915,0.442105933,0.537431676,0.708795495,0.537944284,0.955378707,0.534121503,0,0
Martins_&_Silva,CR_LFINF-DUM_H5,CR,LFINF,DUM,5,Sa(0.6s) [g],0.305805681,0.552506072,0.94782083,0.548975027,1.568771998,0.552914236,2.14706358,0.549035955,0,0
Martins_&_Silva,CR_LFM-DUH_H5,CR,LFM,DUH,5,Sa(1.0s) [g],0.283127833,0.52893276,0.644296542,0.529371668,1.013352409,0.528529713,1.36605789,0.524498883,0,0
Martins_&_Silva,CR_LFM-DUL_H5,CR,LFM,DUL,5,Sa(1.0s) [g],0.202844697,0.495927201,0.3834054,0.49427088,0.56154414,0.491022697,0.726875463,0.495778175,0,0
Martins_&_Silva,CR_LFM-DUM_H5,CR,LFM,DUM,5,Sa(1.0s) [g],0.262854602,0.520265342,0.539942717,0.517925337,0.821037951,0.522271525,1.090334451,0.517381133,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,5,PGA [g],0.046,0.012,0.079,0.024,0.213,0.077,0.351,0.127,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,PGA [g],0.117,0.042,0.188,0.058,0.523,0.161,0,0,0,0
OpenQuake,CR LFINF DUC,CR,LFINF,DUC,5,Sa(T) [g] - Telastic = 1,0.1631,0.0672,0.566,0.2973,0.9536,0.5711,1.8859,1.4017,0,0
OpenQuake,CR LFINF DNO,CR,LFINF,DNO,5,Sa(T) [g] - Telastic = 1,0.1278,0.0432,0.3268,0.1224,0.4841,0.2307,0.8145,0.42,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [g] - Telastic = 1,0.312,0.1,0.7651,0.2904,1.1928,0.5701,2.147,1.2706,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,5,Sa(T) [g] - Telastic = 1,0.1955,0.0862,0.474,0.2648,0.7295,0.4573,1.3485,1.0315,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,5,Sa(T) [g] - Telastic = 1,0.2294,0.1174,0.4028,0.2377,0.4929,0.3126,0.706,0.5035,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,5,PGA [g],0.085,0.029,0.124,0.058,0.196,0.083,0.25,0.101,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,5,PGA [g],0.085,0.028,0.122,0.055,0.187,0.077,0.235,0.093,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,PGA [g],0.085,0.028,0.125,0.058,0.196,0.084,0.355,0.139,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,PGA [g],0.085,0.028,0.121,0.052,0.185,0.075,0.328,0.123,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 1.1957,0,0,0,0,0,0,5.3036,1.862,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 1.11,0,0,0,0,0,0,7.909,2.638,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 1.16,0,0,0,0,0,0,6.2204,2.147,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 1.11,0,0,0,0,0,0,7.5419,2.678,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 1.16,0,0,0,0,0,0,5.8799,2.102,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 0.84,0,0,0,0,0,0,45.157,17.958,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 0.84,0,0,0,0,0,0,37.41,15.036,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 0.8751,0,0,0,0,0,0,19.443,8.407,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,5,Sa(T) [m/s2] - Telastic = 0.8751,0,0,0,0,0,0,15.712,7.064,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,5,PGA [g],0,0,0.18,0.09,0.35,0.19,0.43,0.23,0,0
Martins_&_Silva,CR_LDUAL-DUH_H6,CR,LDUAL,DUH,6,Sa(0.6s) [g],0.577337859,0.548869876,1.310860686,0.548198739,2.088658231,0.548169308,2.84964528,0.548596695,0,0
Martins_&_Silva,CR_LDUAL-DUL_H6,CR,LDUAL,DUL,6,Sa(0.6s) [g],0.313529519,0.51144305,0.72455652,0.514384617,1.134004484,0.512250349,1.519112627,0.512342938,0,0
Martins_&_Silva,CR_LDUAL-DUM_H6,CR,LDUAL,DUM,6,Sa(0.6s) [g],0.422716367,0.506353245,1.002697942,0.503957163,1.593533949,0.503486213,2.157475737,0.506327683,0,0
Martins_&_Silva,CR_LFINF-DUH_H6,CR,LFINF,DUH,6,Sa(0.6s) [g],0.498717948,0.529996075,1.306051719,0.531566934,2.115285005,0.529974223,2.879050311,0.530662283,0,0
Martins_&_Silva,CR_LFINF-DUL_H6,CR,LFINF,DUL,6,Sa(0.6s) [g],0.277545478,0.570445897,0.775598611,0.570256581,1.254556801,0.570469056,1.699201603,0.56846905,0,0
Martins_&_Silva,CR_LFINF-DUL_H6_CCA,CR,LFINF,DUL,6,Sa(0.6s) [g],0.31880967,0.56254588,0.893392672,0.562803175,1.442359647,0.562651999,1.95270927,0.56165204,0,0
Martins_&_Silva,CR_LFINF-DUL_H6_SOS,CR,LFINF,DUL,6,Sa(0.6s) [g],0.171564207,0.542377129,0.455799436,0.544707481,0.728560534,0.544497778,0.982295661,0.54225728,0,0
Martins_&_Silva,CR_LFINF-DUM_H6,CR,LFINF,DUM,6,Sa(0.6s) [g],0.380667195,0.553564417,1.054408258,0.552433934,1.713857739,0.552566613,2.326385367,0.555807708,0,0
Martins_&_Silva,CR_LFM-DUH_H6,CR,LFM,DUH,6,Sa(1.0s) [g],0.304657429,0.510932485,0.652512234,0.515503032,0.998583024,0.511748392,1.321562548,0.515100451,0,0
Martins_&_Silva,CR_LFM-DUL_H6,CR,LFM,DUL,6,Sa(1.0s) [g],0.22376647,0.52641836,0.409284571,0.526810737,0.593964413,0.524644237,0.765765486,0.522099661,0,0
Martins_&_Silva,CR_LFM-DUM_H6,CR,LFM,DUM,6,Sa(1.0s) [g],0.280595197,0.493672549,0.558459457,0.492953757,0.836679349,0.497384292,1.098640811,0.49520131,0,0
OpenQuake,CR LFINF DUC,CR,LFINF,DUC,6,Sa(T) [g] - Telastic = 1,0.1812,0.059,0.6163,0.2562,1.0298,0.5096,2.0796,1.3725,0,0
OpenQuake,CR LFINF DNO,CR,LFINF,DNO,6,Sa(T) [g] - Telastic = 1,0.1366,0.0426,0.3622,0.1415,0.5696,0.3067,0.9099,0.4379,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,6,Sa(T) [g] - Telastic = 1,0.3447,0.1236,0.8599,0.4038,1.3773,0.8122,2.6549,2.0834,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,Sa(T) [g] - Telastic = 1,0.2282,0.12,0.5512,0.3357,0.836,0.5467,1.5383,1.2059,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,Sa(T) [g] - Telastic = 1,0.277,0.1707,0.4861,0.3385,0.5746,0.4186,0.7798,0.6056,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,Sa(T) [g] - Telastic = 0.84,0,0,0,0,0,0,0.458,0.148,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,PGA [g],0,0,0,0,0,0,0.423,0.105,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,Sa(T) [g] - Telastic = 0.84,0,0,0,0,0,0,0.37625,0.084,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,PGA [g],0,0,0,0,0,0,0.49,0.089,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,Sa(T) [g] - Telastic = 0.84,0,0,0,0,0,0,0.448,0.082,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,PGA [g],0,0,0,0,0,0,0.46,0.076,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,6,PGA [g],0,0,0.21,0.12,0.4,0.22,0.47,0.26,0,0
Martins_&_Silva,CR_LDUAL-DUH_H7,CR,LDUAL,DUH,7,Sa(0.6s) [g],0.716392613,0.508351171,1.439621207,0.50827594,2.203091001,0.506154767,2.936149071,0.510052799,0,0
Martins_&_Silva,CR_LDUAL-DUL_H7,CR,LDUAL,DUL,7,Sa(0.6s) [g],0.39739243,0.523357209,0.808284531,0.524462017,1.222607408,0.519889367,1.610538813,0.523633321,0,0
Martins_&_Silva,CR_LDUAL-DUM_H7,CR,LDUAL,DUM,7,Sa(0.6s) [g],0.527211649,0.505528609,1.104795708,0.502079263,1.691665768,0.505429151,2.249173716,0.500559395,0,0
Martins_&_Silva,CR_LFINF-DUH_H7,CR,LFINF,DUH,7,Sa(1.0s) [g],0.299487529,0.561718323,0.713078032,0.563696348,1.136747547,0.563684964,1.543260079,0.56252781,0,0
Martins_&_Silva,CR_LFINF-DUL_H7,CR,LFINF,DUL,7,Sa(1.0s) [g],0.16584728,0.529271826,0.411508477,0.531796668,0.651938669,0.532327651,0.877525088,0.529129245,0,0
Martins_&_Silva,CR_LFINF-DUL_H7_CCA,CR,LFINF,DUL,7,Sa(1.0s) [g],0.193582971,0.55070078,0.482928346,0.549174789,0.766798393,0.548805778,1.030471312,0.551673526,0,0
Martins_&_Silva,CR_LFINF-DUL_H7_SOS,CR,LFINF,DUL,7,Sa(1.0s) [g],0.089860513,0.460202287,0.231825499,0.461694909,0.366503902,0.460847936,0.490821165,0.463850481,0,0
Martins_&_Silva,CR_LFINF-DUM_H7,CR,LFINF,DUM,7,Sa(1.0s) [g],0.227290597,0.55339899,0.577219481,0.553294741,0.929356594,0.551785823,1.263371075,0.5534645,0,0
Martins_&_Silva,CR_LFM-DUH_H7,CR,LFM,DUH,7,Sa(1.0s) [g],0.320024824,0.527061053,0.675897823,0.523199798,1.026262175,0.527133261,1.356564292,0.523412668,0,0
Martins_&_Silva,CR_LFM-DUL_H7,CR,LFM,DUL,7,Sa(1.0s) [g],0.238688899,0.56319408,0.43320167,0.564062302,0.62793959,0.564618688,0.809791712,0.564246434,0,0
Martins_&_Silva,CR_LFM-DUM_H7,CR,LFM,DUM,7,Sa(1.0s) [g],0.298146625,0.51664103,0.581375063,0.519135678,0.865934332,0.514539225,1.131403825,0.517224954,0,0
OpenQuake,CR LFINF DUC,CR,LFINF,DUC,7,Sa(T) [g] - Telastic = 1,0.2337,0.071,0.7029,0.2897,1.1906,0.6684,2.4365,1.8981,0,0
OpenQuake,CR LFINF DNO,CR,LFINF,DNO,7,Sa(T) [g] - Telastic = 1,0.144,0.0507,0.3904,0.1817,0.6697,0.4517,1.3115,1.0457,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,7,Sa(T) [g] - Telastic = 1,0.4029,0.1771,1.0308,0.549,1.6904,1.0967,3.863,3.8852,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,7,Sa(T) [g] - Telastic = 1,0.2675,0.1676,0.6527,0.4695,0.9846,0.7725,1.9342,1.9308,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,7,Sa(T) [g] - Telastic = 1,0.3326,0.2388,0.5758,0.44,0.6677,0.5267,0.8936,0.7615,0,0
Martins_&_Silva,CR_LDUAL-DUH_H8,CR,LDUAL,DUH,8,Sa(0.6s) [g],0.90315452,0.481040247,1.611027706,0.481426417,2.353720921,0.484837332,3.07218856,0.485114674,0,0
Martins_&_Silva,CR_LDUAL-DUL_H8,CR,LDUAL,DUL,8,Sa(1.0s) [g],0.234579155,0.535173887,0.447765197,0.53836793,0.670135675,0.534894519,0.883254051,0.536838918,0,0
Martins_&_Silva,CR_LDUAL-DUM_H8,CR,LDUAL,DUM,8,Sa(0.6s) [g],0.65440293,0.493019475,1.225556856,0.491812054,1.806090126,0.488485732,2.356415494,0.493028205,0,0
Martins_&_Silva,CR_LFINF-DUH_H8,CR,LFINF,DUH,8,Sa(1.0s) [g],0.37799498,0.51384215,0.789242547,0.512606871,1.20769406,0.514086389,1.603722467,0.514339031,0,0
Martins_&_Silva,CR_LFINF-DUL_H8,CR,LFINF,DUL,8,Sa(1.0s) [g],0.203612256,0.525989156,0.454329125,0.52626922,0.702426149,0.523280468,0.933440335,0.525204803,0,0
Martins_&_Silva,CR_LFINF-DUL_H8_CCA,CR,LFINF,DUL,8,Sa(1.0s) [g],0.240673491,0.533587173,0.54079816,0.53272202,0.840035007,0.535274732,1.121879666,0.536819852,0,0
Martins_&_Silva,CR_LFINF-DUL_H8_SOS,CR,LFINF,DUL,8,Sa(1.0s) [g],0.095649018,0.476930896,0.245763452,0.476244581,0.388967374,0.47663855,0.520513688,0.476527563,0,0
Martins_&_Silva,CR_LFINF-DUM_H8,CR,LFINF,DUM,8,Sa(1.0s) [g],0.290208425,0.539976484,0.650259769,0.54090635,1.014183725,0.541013781,1.359721612,0.535753039,0,0
Martins_&_Silva,CR_LFM-DUH_H8,CR,LFM,DUH,8,Sa(1.0s) [g],0.338974834,0.536106771,0.691827341,0.538266516,1.033293748,0.541188475,1.351803351,0.536627031,0,0
Martins_&_Silva,CR_LFM-DUL_H8,CR,LFM,DUL,8,Sa(1.0s) [g],0.254123062,0.589661146,0.451645517,0.589332521,0.647620862,0.590518493,0.830950089,0.591519806,0,0
Martins_&_Silva,CR_LFM-DUM_H8,CR,LFM,DUM,8,Sa(1.0s) [g],0.316143819,0.527472895,0.603054907,0.524036184,0.886075986,0.525574885,1.148503483,0.528194229,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,8,Sa(T) [g] - Telastic = 2.36,0,0,0,0,0,0,0.245,0.091,0,0
OpenQuake,CR LFINF DNO,CR,LFINF,DNO,8,Sa(T) [g] - Telastic = 0.78,0,0,0,0,0,0,2.083,1.34,0,0
OpenQuake,CR LFINF DNO,CR,LFINF,DNO,8,Sa(T) [g] - Telastic = 1.77,0,0,0,0,0,0,0.609,0.26,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,8,PGA [g],0.08,0.027,0.116,0.053,0.165,0.072,0.203,0.084,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,8,PGA [g],0.08,0.027,0.112,0.05,0.153,0.066,0.187,0.077,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,8,PGA [g],0.08,0.027,0.116,0.054,0.163,0.072,0.28,0.113,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,8,PGA [g],0.08,0.027,0.113,0.051,0.154,0.067,0.26,0.102,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,8,PGA [g],0,0,0.23,0.12,0.48,0.27,0.57,0.33,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,8,PGA [g],0,0,0.4,0.19,0.57,0.3,0.67,0.35,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,8,PGA [g],0,0,0.42,0.22,0.53,0.28,0.6,0.32,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,8,PGA [g],0,0,0.33,0.17,0.53,0.28,0.8,0.44,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,8,PGA [g],0,0,0.38,0.21,0.62,0.34,0.77,0.45,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,8,PGA [g],0,0,0.23,0.12,0.48,0.27,0.57,0.33,0,0
Martins_&_Silva,CR_LDUAL-DUH_H9,CR,LDUAL,DUH,9,Sa(1.0s) [g],0.542258191,0.553296055,0.914089384,0.555274447,1.323308485,0.552732708,1.727788042,0.552762929,0,0
Martins_&_Silva,CR_LDUAL-DUL_H9,CR,LDUAL,DUL,9,Sa(1.0s) [g],0.299338041,0.475231313,0.508015676,0.471861671,0.723745797,0.471669422,0.92930016,0.473949355,0,0
Martins_&_Silva,CR_LDUAL-DUM_H9,CR,LDUAL,DUM,9,Sa(1.0s) [g],0.390132735,0.505390948,0.668144134,0.509875,0.956633636,0.509114889,1.231553718,0.507159163,0,0
Martins_&_Silva,CR_LFINF-DUH_H9,CR,LFINF,DUH,9,Sa(1.0s) [g],0.475692493,0.505196366,0.89755103,0.503752229,1.330887432,0.506336939,1.743871798,0.503555895,0,0
Martins_&_Silva,CR_LFINF-DUL_H9,CR,LFINF,DUL,9,Sa(1.0s) [g],0.257884076,0.510750379,0.517519212,0.510825157,0.777256497,0.506276467,1.019050668,0.509762592,0,0
Martins_&_Silva,CR_LFINF-DUL_H9_CCA,CR,LFINF,DUL,9,Sa(1.0s) [g],0.301569642,0.515069586,0.60346653,0.515599528,0.903166524,0.517762059,1.184769645,0.517829932,0,0
Martins_&_Silva,CR_LFINF-DUL_H9_SOS,CR,LFINF,DUL,9,Sa(1.0s) [g],0.101238227,0.486069784,0.262065163,0.486529684,0.415503189,0.486487592,0.557154986,0.483987113,0,0
Martins_&_Silva,CR_LFINF-DUM_H9,CR,LFINF,DUM,9,Sa(1.0s) [g],0.363191068,0.515830584,0.719784717,0.515025398,1.0785295,0.512860486,1.414444715,0.511722826,0,0
Martins_&_Silva,CR_LFM-DUH_H9,CR,LFM,DUH,9,Sa(1.0s) [g],0.351691129,0.560748286,0.712331268,0.560764181,1.062703309,0.556629545,1.38620226,0.559850854,0,0
Martins_&_Silva,CR_LFM-DUL_H9,CR,LFM,DUL,9,Sa(1.0s) [g],0.267017102,0.627953909,0.475405394,0.62839904,0.683476752,0.627140465,0.877435844,0.625297087,0,0
Martins_&_Silva,CR_LFM-DUM_H9,CR,LFM,DUM,9,Sa(1.0s) [g],0.330734279,0.548504586,0.623398083,0.551862471,0.910197559,0.552533889,1.177272287,0.550145952,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,9,PGA [g],0.053,0.019,0.241,0.074,0.471,0.144,0,0,0,0
OpenQuake,CR LFM DUC,CR,LFM,DUC,9,PGA [g],0.126,0.039,0.361,0.13,0,0,0,0,0,0
Martins_&_Silva,CR_LDUAL-DUH_H10,CR,LDUAL,DUH,10,Sa(1.0s) [g],0.668416601,0.517039773,0.999295462,0.515684353,1.355184936,0.516235453,1.698052946,0.516939436,0,0
Martins_&_Silva,CR_LDUAL-DUL_H10,CR,LDUAL,DUL,10,Sa(1.0s) [g],0.374687242,0.478979916,0.574629499,0.476644196,0.782987966,0.478037914,0.979161082,0.478521194,0,0
Martins_&_Silva,CR_LDUAL-DUM_H10,CR,LDUAL,DUM,10,Sa(1.0s) [g],0.496330345,0.492417313,0.782501129,0.493534779,1.083533077,0.495466461,1.371390092,0.495285386,0,0
Martins_&_Silva,CR_LFINF-DUH_H10,CR,LFINF,DUH,10,Sa(1.0s) [g],0.576466186,0.471796261,0.97855446,0.474083969,1.388811306,0.474056079,1.775878987,0.473480657,0,0
Martins_&_Silva,CR_LFINF-DUL_H10,CR,LFINF,DUL,10,Sa(1.0s) [g],0.319932499,0.513718747,0.583974977,0.513730051,0.849666887,0.511896173,1.098394534,0.509385642,0,0
Martins_&_Silva,CR_LFINF-DUL_H10_CCA,CR,LFINF,DUL,10,Sa(1.0s) [g],0.372857255,0.491527363,0.669051111,0.491476085,0.963111204,0.490952704,1.236404138,0.489902897,0,0
Martins_&_Silva,CR_LFINF-DUL_H10_SOS,CR,LFINF,DUL,10,Sa(1.0s) [g],0.108471379,0.504406759,0.27952791,0.50687708,0.444904396,0.506724251,0.598665978,0.508357132,0,0
Martins_&_Silva,CR_LFINF-DUM_H10,CR,LFINF,DUM,10,Sa(1.0s) [g],0.443408651,0.497122457,0.790929004,0.496874657,1.139083879,0.499620988,1.464439502,0.502222803,0,0
Martins_&_Silva,CR_LFM-DUH_H10,CR,LFM,DUH,10,Sa(1.0s) [g],0.365945287,0.592753523,0.740258895,0.593035379,1.104033403,0.593048626,1.438055067,0.591048255,0,0
Martins_&_Silva,CR_LFM-DUL_H10,CR,LFM,DUL,10,Sa(1.0s) [g],0.283105759,0.642664364,0.508227101,0.642883184,0.733950382,0.642759862,0.945919575,0.640935925,0,0
Martins_&_Silva,CR_LFM-DUM_H10,CR,LFM,DUM,10,Sa(1.0s) [g],0.343999314,0.583024121,0.649402661,0.580167354,0.952674237,0.582592789,1.233978911,0.583047554,0,0
Martins_&_Silva,CR_LDUAL-DUH_H11,CR,LDUAL,DUH,11,Sa(1.0s) [g],0.833962749,0.504813029,1.140517647,0.50310176,1.4698801,0.505236331,1.78652001,0.499827819,0,0
Martins_&_Silva,CR_LDUAL-DUL_H11,CR,LDUAL,DUL,11,Sa(1.0s) [g],0.465338483,0.479313815,0.665683922,0.479613119,0.875210268,0.479011817,1.07288454,0.479770311,0,0
Martins_&_Silva,CR_LDUAL-DUM_H11,CR,LDUAL,DUM,11,Sa(1.0s) [g],0.612477668,0.470851775,0.892147895,0.469750999,1.190365823,0.470096007,1.474448802,0.468594698,0,0
Martins_&_Silva,CR_LDUAL-DUH_H12,CR,LDUAL,DUH,12,Sa(1.0s) [g],0.846637712,0.480753851,1.153585248,0.478321116,1.484812906,0.480216034,1.800009894,0.478191677,0,0
Martins_&_Silva,CR_LDUAL-DUL_H12,CR,LDUAL,DUL,12,Sa(1.0s) [g],0.467391154,0.455403662,0.658425315,0.454561716,0.856183857,0.457522269,1.039292755,0.454631616,0,0
Martins_&_Silva,CR_LDUAL-DUM_H12,CR,LDUAL,DUM,12,Sa(1.0s) [g],0.622412503,0.458033362,0.888685051,0.457912346,1.166262239,0.454633736,1.429840555,0.457548837,0,0
OpenQuake,CR LFM DNO,CR,LFM,DNO,12,Sa(T) [g] - Telastic = 2.26,0,0,0,0,0,0,0.428,0.223,0,0
